simp,simp_cp,trad,trad_cp,relation_type,simp_hits_norm,trad_hits_norm
赎,(U+8D4E),贖,(U+8D16),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2590
赌,(U+8D4C),賭,(U+8CED),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,768
赖,(U+8D56),賴,(U+8CF4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,21781
蹿,(U+8E7F),躥,(U+8EA5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4
蹒,(U+8E52),蹣,(U+8E63),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,90
蹑,(U+8E51),躡,(U+8EA1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4929
踯,(U+8E2F),躑,(U+8E91),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,811
踬,(U+8E2C),躓,(U+8E93),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,626
踌,(U+8E0C),躊,(U+8E8A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,860
跻,(U+8DFB),躋,(U+8E8B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1365
跹,(U+8DF9),躚,(U+8E9A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,86
跸,(U+8DF8),蹕,(U+8E55),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,675
赢,(U+8D62),贏,(U+8D0F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1627
跶,(U+8DF6),躂,(U+8E82),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,136
践,(U+8DF5),踐,(U+8E10),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7870
跞,(U+8DDE),躒,(U+8E92),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,30
跄,(U+8DC4),蹌,(U+8E4C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,194
趸,(U+8DB8),躉,(U+8E89),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9
趱,(U+8DB1),趲,(U+8DB2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,85
赵,(U+8D75),趙,(U+8D99),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,31796
赪,(U+8D6A),赬,(U+8D6C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,53
赣,(U+8D63),贛,(U+8D1B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,343
跷,(U+8DF7),蹺,(U+8E7A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,75
贴,(U+8D34),貼,(U+8CBC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2651
贳,(U+8D33),貰,(U+8CB0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,572
贲,(U+8D32),賁,(U+8CC1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2490
贱,(U+8D31),賤,(U+8CE4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,16508
贰,(U+8D30),貳,(U+8CB3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4022
贯,(U+8D2F),貫,(U+8CAB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,18061
贮,(U+8D2E),貯,(U+8CAF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4058
购,(U+8D2D),購,(U+8CFC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1121
贬,(U+8D2C),貶,(U+8CB6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5235
赋,(U+8D4B),賦,(U+8CE6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,10309
贪,(U+8D2A),貪,(U+8CAA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,107201
贩,(U+8D29),販,(U+8CA9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3291
质,(U+8D28),質,(U+8CEA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,37505
货,(U+8D27),貨,(U+8CA8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6522
账,(U+8D26),賬,(U+8CEC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,274
败,(U+8D25),敗,(U+6557),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,24153
贤,(U+8D24),賢,(U+8CE2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,111870
责,(U+8D23),責,(U+8CAC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,31757
财,(U+8D22),財,(U+8CA1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,72592
贫,(U+8D2B),貧,(U+8CA7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,29499
赊,(U+8D4A),賒,(U+8CD2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1789
赉,(U+8D49),賚,(U+8CDA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1381
赈,(U+8D48),賑,(U+8CD1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1553
赇,(U+8D47),賕,(U+8CD5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,177
赆,(U+8D46),贐,(U+8D10),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,94
赅,(U+8D45),賅,(U+8CC5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,183
资,(U+8D44),資,(U+8CC7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,56218
赂,(U+8D42),賂,(U+8CC2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1009
赁,(U+8D41),賃,(U+8CC3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,703
贵,(U+8D35),貴,(U+8CB4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,49410
贿,(U+8D3F),賄,(U+8CC4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1154
贾,(U+8D3E),賈,(U+8CC8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,8954
贽,(U+8D3D),贄,(U+8D04),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1269
贼,(U+8D3C),賊,(U+8CCA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,45470
贻,(U+8D3B),貽,(U+8CBD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2658
贺,(U+8D3A),賀,(U+8CC0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,23271
费,(U+8D39),費,(U+8CBB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,11520
贸,(U+8D38),貿,(U+8CBF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3171
贷,(U+8D37),貸,(U+8CB8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1766
贶,(U+8D36),貺,(U+8CBA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,633
赀,(U+8D40),貲,(U+8CB2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2207
装,(U+88C5),裝,(U+88DD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6224
袯,(U+88AF),襏,(U+894F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,29
袭,(U+88AD),襲,(U+8972),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9997
袆,(U+8886),褘,(U+8918),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,257
衬,(U+886C),襯,(U+896F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1073
补,(U+8865),補,(U+88DC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,80065
衔,(U+8854),銜,(U+929C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4942
蟏,(U+87CF),蠨,(U+8828),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5
螀,(U+8780),螿,(U+87BF),opencc_s2t;unihan_simplified;unihan_traditional,0,51
诪,(U+8BEA),譸,(U+8B78),opencc_s2t;unihan_simplified;unihan_traditional,0,148
蝉,(U+8749),蟬,(U+87EC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1715
蝈,(U+8748),蟈,(U+87C8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,11
蜗,(U+8717),蝸,(U+8778),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,567
蜕,(U+8715),蛻,(U+86FB),opencc_s2t;tw_simplified_to_traditional;unihan_simplified;unihan_traditional,0,1199
蛴,(U+86F4),蠐,(U+8810),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,56
蛳,(U+86F3),螄,(U+8784),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,200
蛲,(U+86F2),蟯,(U+87EF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,147
蛎,(U+86CE),蠣,(U+8823),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,78
蚬,(U+86AC),蜆,(U+8706),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,440
蝾,(U+877E),蠑,(U+8811),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,36
觋,(U+89CB),覡,(U+89A1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,250
觊,(U+89CA),覬,(U+89AC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,876
觉,(U+89C9),覺,(U+89BA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,339279
览,(U+89C8),覽,(U+89BD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13664
觇,(U+89C7),覘,(U+8998),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,587
视,(U+89C6),視,(U+8996),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,43363
觅,(U+89C5),覓,(U+8993),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,16033
规,(U+89C4),規,(U+898F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,19232
观,(U+89C2),觀,(U+89C0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,499313
裆,(U+88C6),襠,(U+8960),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,175
襕,(U+8955),襴,(U+8974),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1168
褴,(U+8934),襤,(U+8964),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,217
褝,(U+891D),襌,(U+894C),unihan_simplified;unihan_traditional,0,163
褛,(U+891B),褸,(U+8938),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,96
裥,(U+88E5),襇,(U+8947),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
裤,(U+88E4),褲,(U+8932),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,390
裣,(U+88E3),襝,(U+895D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
裢,(U+88E2),褳,(U+8933),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
裈,(U+88C8),褌,(U+890C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,244
见,(U+89C1),見,(U+898B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1018254
蒌,(U+848C),蔞,(U+851E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,99
蒉,(U+8489),蕢,(U+8562),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,91
蒇,(U+8487),蕆,(U+8546),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,54
萨,(U+8428),薩,(U+85A9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,705856
萧,(U+8427),蕭,(U+856D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,17021
萤,(U+8424),螢,(U+87A2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1487
萝,(U+841D),蘿,(U+863F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3778
萚,(U+841A),蘀,(U+8600),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,32
莺,(U+83BA),鶯,(U+9DAF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1874
蚃,(U+8683),蠁,(U+8801),opencc_s2t;unihan_simplified;unihan_traditional,0,124
莸,(U+83B8),蕕,(U+8555),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,191
莶,(U+83B6),薟,(U+859F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,15
莴,(U+83B4),萵,(U+8435),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,42
莳,(U+83B3),蒔,(U+8494),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,325
荭,(U+836D),葒,(U+8452),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2
荬,(U+836C),蕒,(U+8552),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
荪,(U+836A),蓀,(U+84C0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,142
荩,(U+8369),藎,(U+85CE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,134
荨,(U+8368),蕁,(U+8541),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3
莹,(U+83B9),瑩,(U+7469),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5174
蚂,(U+8682),螞,(U+879E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,38
蚁,(U+8681),蟻,(U+87FB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3539
蚀,(U+8680),蝕,(U+8755),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6843
虿,(U+867F),蠆,(U+8806),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,377
虾,(U+867E),蝦,(U+8766),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3052
虽,(U+867D),雖,(U+96D6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,254708
虑,(U+8651),慮,(U+616E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,56126
虏,(U+864F),虜,(U+865C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7668
藓,(U+85D3),蘚,(U+861A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,651
蒏,(U+848F),醟,(U+919F),opencc_s2t;unihan_simplified;unihan_traditional,0,44
蕲,(U+8572),蘄,(U+8604),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1750
蔼,(U+853C),藹,(U+85F9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1455
蔺,(U+853A),藺,(U+85FA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,306
蔹,(U+8539),蘞,(U+861E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
蔷,(U+8537),薔,(U+8594),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,179
蓦,(U+84E6),驀,(U+9A40),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9253
蓥,(U+84E5),鎣,(U+93A3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,373
蓣,(U+84E3),蕷,(U+8577),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,57
蓟,(U+84DF),薊,(U+858A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,631
蓝,(U+84DD),藍,(U+85CD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,17793
薮,(U+85AE),藪,(U+85EA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3095
试,(U+8BD5),試,(U+8A66),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,22260
诔,(U+8BD4),誄,(U+8A84),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,519
诓,(U+8BD3),誆,(U+8A86),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,79
诒,(U+8BD2),詒,(U+8A52),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,246
译,(U+8BD1),譯,(U+8B6F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,117081
诐,(U+8BD0),詖,(U+8A56),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,333
诏,(U+8BCF),詔,(U+8A54),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,49482
诎,(U+8BCE),詘,(U+8A58),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,188
词,(U+8BCD),詞,(U+8A5E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,21266
觌,(U+89CC),覿,(U+89BF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5098
诋,(U+8BCB),詆,(U+8A46),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1087
诊,(U+8BCA),診,(U+8A3A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,500
诉,(U+8BC9),訴,(U+8A34),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3670
诈,(U+8BC8),詐,(U+8A50),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7919
诇,(U+8BC7),詗,(U+8A57),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,173
识,(U+8BC6),識,(U+8B58),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,447043
诅,(U+8BC5),詛,(U+8A5B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1198
评,(U+8BC4),評,(U+8A55),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,8310
诃,(U+8BC3),訶,(U+8A36),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,143483
诌,(U+8BCC),謅,(U+8B05),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
诩,(U+8BE9),詡,(U+8A61),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,742
诨,(U+8BE8),諢,(U+8AE2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,34
诧,(U+8BE7),詫,(U+8A6B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,619
详,(U+8BE6),詳,(U+8A73),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,32748
该,(U+8BE5),該,(U+8A72),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,19199
诤,(U+8BE4),諍,(U+8ACD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,35111
诣,(U+8BE3),詣,(U+8A63),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,40705
询,(U+8BE2),詢,(U+8A62),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5316
诡,(U+8BE1),詭,(U+8A6D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2850
诖,(U+8BD6),詿,(U+8A7F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,160
诟,(U+8BDF),詬,(U+8A6C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,775
诞,(U+8BDE),誕,(U+8A95),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,10714
话,(U+8BDD),話,(U+8A71),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,39524
诜,(U+8BDC),詵,(U+8A75),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1792
诛,(U+8BDB),誅,(U+8A85),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13025
诚,(U+8BDA),誠,(U+8AA0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,44829
诙,(U+8BD9),詼,(U+8A7C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,123
诘,(U+8BD8),詰,(U+8A70),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,12958
诗,(U+8BD7),詩,(U+8A69),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,36667
诠,(U+8BE0),詮,(U+8A6E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,29806
讪,(U+8BAA),訕,(U+8A15),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,611
讨,(U+8BA8),討,(U+8A0E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,18635
讧,(U+8BA7),訌,(U+8A0C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,36
讦,(U+8BA6),訐,(U+8A10),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,504
讥,(U+8BA5),譏,(U+8B4F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,10248
认,(U+8BA4),認,(U+8A8D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,24187
讣,(U+8BA3),訃,(U+8A03),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1028
订,(U+8BA2),訂,(U+8A02),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4534
计,(U+8BA1),計,(U+8A08),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,98457
诂,(U+8BC2),詁,(U+8A41),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,737
詟,(U+8A5F),讋,(U+8B8B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,170
訚,(U+8A1A),誾,(U+8ABE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,601
觯,(U+89EF),觶,(U+89F6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,107
觞,(U+89DE),觴,(U+89F4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1120
觑,(U+89D1),覷,(U+89B7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2903
觐,(U+89D0),覲,(U+89B2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4631
觏,(U+89CF),覯,(U+89AF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,335
